cve_id,vendor,product,vuln_name,dateAdded,dueDate,notes
CVE-2021-30551,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30551
CVE-2021-37975,Google,Chromium V8,Google Chromium V8 Use-After-Free Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-37975
CVE-2020-6418,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-6418
CVE-2021-30554,Google,Chromium WebGL,Google Chromium WebGL Use-After-Free Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30554
CVE-2021-21206,Google,Chromium Blink,Google Chromium Blink Use-After-Free Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-21206
CVE-2021-38000,Google,Chromium Intents,Google Chromium Intents Improper Input Validation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-38000
CVE-2021-38003,Google,Chromium V8,Google Chromium V8 Memory Corruption Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-38003
CVE-2021-21224,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-21224
CVE-2021-21193,Google,Chromium Blink,Google Chromium Blink Use-After-Free Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-21193
CVE-2021-21220,Google,Chromium V8,Google Chromium V8 Improper Input Validation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-21220
CVE-2021-30563,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30563
CVE-2020-4430,IBM,Data Risk Manager,IBM Data Risk Manager Directory Traversal Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-4430
CVE-2020-4427,IBM,Data Risk Manager,IBM Data Risk Manager Security Bypass Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-4427
CVE-2020-4428,IBM,Data Risk Manager,IBM Data Risk Manager Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-4428
CVE-2019-4716,IBM,Planning Analytics,IBM Planning Analytics Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-4716
CVE-2016-3715,ImageMagick,ImageMagick,ImageMagick Arbitrary File Deletion Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2016-3715
CVE-2016-3718,ImageMagick,ImageMagick,ImageMagick Server-Side Request Forgery (SSRF) Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2016-3718
CVE-2020-15505,Ivanti,MobileIron Multiple Products,Ivanti MobileIron Multiple Products Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-15505
CVE-2021-30116,Kaseya,Virtual System/Server Administrator (VSA),Kaseya Virtual System/Server Administrator (VSA) Information Disclosure Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30116
CVE-2020-7961,Liferay,Liferay Portal,Liferay Portal Deserialization of Untrusted Data Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-7961
CVE-2021-23874,McAfee,McAfee Total Protection (MTP),McAfee Total Protection (MTP) Improper Privilege Management Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-23874
CVE-2021-22506,Micro Focus,Micro Focus Access Manager,Micro Focus Access Manager Information Leakage Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-22506
CVE-2021-22502,Micro Focus,Operation Bridge Reporter (OBR),Micro Focus Operation Bridge Report (OBR) Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-22502
CVE-2014-1812,Microsoft,Windows,Microsoft Windows Group Policy Preferences Password Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2014-1812
CVE-2021-38647,Microsoft,Open Management Infrastructure (OMI),Microsoft Open Management Infrastructure (OMI) Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-38647
CVE-2016-0167,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2016-0167
CVE-2020-0878,Microsoft,Edge and Internet Explorer,Microsoft Edge and Internet Explorer Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-0878
CVE-2021-31955,Microsoft,Windows,Microsoft Windows Kernel Information Disclosure Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-31955
CVE-2021-1647,Microsoft,Defender,Microsoft Defender Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-1647
CVE-2021-33739,Microsoft,Windows,Microsoft Desktop Window Manager (DWM) Core Library Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-33739
CVE-2016-0185,Microsoft,Windows,Microsoft Windows Media Center Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2016-0185
CVE-2020-0683,Microsoft,Windows,Microsoft Windows Installer Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-0683
CVE-2020-17087,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-17087
CVE-2021-33742,Microsoft,Windows,Microsoft Windows MSHTML Platform Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-33742
CVE-2021-31199,Microsoft,Enhanced Cryptographic Provider,Microsoft Enhanced Cryptographic Provider Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-31199
CVE-2021-33771,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-33771
CVE-2021-31956,Microsoft,Windows,Microsoft Windows NTFS Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-31956
CVE-2021-31201,Microsoft,Enhanced Cryptographic Provider,Microsoft Enhanced Cryptographic Provider Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-31201
CVE-2021-31979,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-31979
CVE-2020-0938,Microsoft,Windows,Microsoft Windows Adobe Font Manager Library Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-0938
CVE-2020-17144,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-17144
CVE-2020-0986,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-0986
CVE-2020-1020,Microsoft,Windows,Microsoft Windows Adobe Font Manager Library Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-1020
CVE-2021-38645,Microsoft,Open Management Infrastructure (OMI),Microsoft Open Management Infrastructure (OMI) Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-38645
CVE-2021-34523,Microsoft,Exchange Server,Microsoft Exchange Server Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-34523
CVE-2017-7269,Microsoft,Internet Information Services (IIS),Microsoft Windows Server Buffer Overflow Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2017-7269
CVE-2021-36948,Microsoft,Windows,Microsoft Windows Update Medic Service Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-36948
CVE-2021-38649,Microsoft,Open Management Infrastructure (OMI),Microsoft Open Management Infrastructure (OMI) Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-38649
CVE-2020-0688,Microsoft,Exchange Server,Microsoft Exchange Server Validation Key Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-0688
CVE-2017-0143,Microsoft,Windows,Microsoft Windows Server Message Block (SMBv1) Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2017-0143
CVE-2016-7255,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2016-7255
CVE-2019-0708,Microsoft,Remote Desktop Services,Microsoft Remote Desktop Services Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-0708
CVE-2021-34473,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-34473
CVE-2020-1464,Microsoft,Windows,Microsoft Windows Spoofing Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-1464
CVE-2021-1732,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-1732
CVE-2021-34527,Microsoft,Windows,Microsoft Windows Print Spooler Remote Code Execution Vulnerability,2021-11-03,2021-07-20,Reference CISA's ED 21-04 (https://www.cisa.gov/news-events/directives/ed-21-04-mitigate-windows-print-spooler-service-vulnerability) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 21-04. https://nvd.nist.gov/vuln/detail/CVE-2021-34527
CVE-2021-31207,Microsoft,Exchange Server,Microsoft Exchange Server Security Feature Bypass Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-31207
CVE-2019-0803,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-0803
CVE-2020-1040,Microsoft,Hyper-V RemoteFX,Microsoft Hyper-V RemoteFX vGPU Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-1040
CVE-2021-28310,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-28310
CVE-2020-1350,Microsoft,Windows,Microsoft Windows DNS Server Remote Code Execution Vulnerability,2021-11-03,2020-07-24,Reference CISA's ED 20-03 (https://www.cisa.gov/news-events/directives/ed-20-03-mitigate-windows-dns-server-remote-code-execution-vulnerability-july-2020-patch-tuesday) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 20-03. https://nvd.nist.gov/vuln/detail/CVE-2020-1350
CVE-2021-26411,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-26411
CVE-2019-0859,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-0859
CVE-2021-40444,Microsoft,MSHTML,Microsoft MSHTML Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-40444
CVE-2017-8759,Microsoft,.NET Framework,Microsoft .NET Framework Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2017-8759
CVE-2018-8653,Microsoft,Internet Explorer,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-8653
CVE-2019-0797,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-0797
CVE-2021-36942,Microsoft,Windows,Microsoft Windows Local Security Authority (LSA) Spoofing Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-36942
CVE-2019-1215,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-1215
CVE-2018-0798,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-0798
CVE-2018-0802,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-0802
CVE-2012-0158,Microsoft,MSCOMCTL.OCX,Microsoft MSCOMCTL.OCX Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2012-0158
CVE-2015-1641,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2015-1641
CVE-2021-27085,Microsoft,Internet Explorer,Microsoft Internet Explorer Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-27085
CVE-2019-0541,Microsoft,MSHTML,Microsoft MSHTML Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-0541
CVE-2017-11882,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2017-11882
CVE-2020-0674,Microsoft,Internet Explorer,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-0674
CVE-2021-27059,Microsoft,Office,Microsoft Office Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-27059
CVE-2019-1367,Microsoft,Internet Explorer,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-1367
CVE-2017-0199,Microsoft,Office and WordPad,Microsoft Office and WordPad Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2017-0199
CVE-2020-1380,Microsoft,Internet Explorer,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-1380
CVE-2019-1429,Microsoft,Internet Explorer,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-1429
CVE-2017-11774,Microsoft,Office,Microsoft Office Outlook Security Feature Bypass Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2017-11774
CVE-2020-0968,Microsoft,Internet Explorer,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-0968
CVE-2020-1472,Microsoft,Netlogon,Microsoft Netlogon Privilege Escalation Vulnerability,2021-11-03,2020-09-21,Reference CISA's ED 20-04 (https://www.cisa.gov/news-events/directives/ed-20-04-mitigate-netlogon-elevation-privilege-vulnerability-august-2020-patch-tuesday) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 20-04. https://nvd.nist.gov/vuln/detail/CVE-2020-1472
CVE-2021-26855,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,2021-11-03,2021-04-16,Reference CISA's ED 21-02 (https://www.cisa.gov/news-events/directives/ed-21-02-mitigate-microsoft-exchange-premises-product-vulnerabilities) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 21-02. https://nvd.nist.gov/vuln/detail/CVE-2021-26855
CVE-2021-26858,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,2021-11-03,2021-04-16,Reference CISA's ED 21-02 (https://www.cisa.gov/news-events/directives/ed-21-02-mitigate-microsoft-exchange-premises-product-vulnerabilities) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 21-02. https://nvd.nist.gov/vuln/detail/CVE-2021-26858
CVE-2021-27065,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,2021-11-03,2021-04-16,Reference CISA's ED 21-02 (https://www.cisa.gov/news-events/directives/ed-21-02-mitigate-microsoft-exchange-premises-product-vulnerabilities) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 21-02. https://nvd.nist.gov/vuln/detail/CVE-2021-27065
CVE-2020-1054,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-1054
CVE-2021-1675,Microsoft,Windows,Microsoft Windows Print Spooler Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-1675
CVE-2021-34448,Microsoft,Windows,Microsoft Windows Scripting Engine Memory Corruption Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-34448
CVE-2020-0601,Microsoft,Windows,Microsoft Windows CryptoAPI Spoofing Vulnerability,2021-11-03,2020-01-29,Reference CISA's ED 20-02 (https://www.cisa.gov/news-events/directives/ed-20-02-mitigate-windows-vulnerabilities-january-2020-patch-tuesday) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 20-02. https://nvd.nist.gov/vuln/detail/CVE-2020-0601
CVE-2019-0604,Microsoft,SharePoint,Microsoft SharePoint Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-0604
CVE-2020-0646,Microsoft,.NET Framework,Microsoft .NET Framework Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-0646
CVE-2019-0808,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-0808
CVE-2021-26857,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,2021-11-03,2021-04-16,Reference CISA's ED 21-02 (https://www.cisa.gov/news-events/directives/ed-21-02-mitigate-microsoft-exchange-premises-product-vulnerabilities) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 21-02. https://nvd.nist.gov/vuln/detail/CVE-2021-26857
CVE-2020-1147,Microsoft,".NET Framework, SharePoint, Visual Studio","Microsoft .NET Framework, SharePoint, and Visual Studio Remote Code Execution Vulnerability",2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-1147
CVE-2019-1214,Microsoft,Windows,Microsoft Windows Privilege Common Log File System (CLFS) Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-1214
CVE-2016-3235,Microsoft,Office,Microsoft Office OLE DLL Side Loading Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2016-3235
CVE-2019-0863,Microsoft,Windows,Microsoft Windows Error Reporting (WER) Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-0863
CVE-2021-36955,Microsoft,Windows,Microsoft Windows Common Log File System (CLFS) Driver Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-36955
CVE-2021-38648,Microsoft,Open Management Infrastructure (OMI),Microsoft Open Management Infrastructure (OMI) Privilege Escalation Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-38648
